reasoning,company,job_title,location,domain,domain_specific_skills,work_model,min_experience,max_experience,number_of_employees,weeks_since_posting,min_salary,max_salary,no_of_applicants,company_type,key_responsibilities,technical_requirements,education,benefits_culture,unique_aspects,application_link,applicant_insights
"The job description provides a comprehensive overview of a Data Engineer role at Cognitio Analytics Inc. The information includes details about the company, job responsibilities, required skills, and qualifications. I have extracted the relevant information to populate the output fields.",Cognitio Analytics Inc,Senior Data Engineer,"Gurugram, Haryana, India","AI, Data Science, Cloud Computing","SQL, Python, PySpark, Azure Databricks, ADLS Gen 2, Azure DevOps, ETL, Data Warehousing, Data Modeling, Cosmos DB, Power BI, Event Hubs, Azure Data Factory",Hybrid,3,8,51-200,12,,,100,"Business Consulting and Services company with 51-200 employees. Recognized as a ""Great Place to Work.""","Setting up data pipelines, configuring compute resources, managing data lake storage, securing access to resources, implementing ETL processes, scaling infrastructure, profiling data sources, troubleshooting issues, collaborating with teams, implementing CI/CD practices, delivering value rapidly, codifying best practices, managing client relationships, and creating project reports.","Proficiency in SQL, Python, and PySpark. Solid understanding of Microsoft Azure tooling. Hands-on experience with Azure Databricks, ADLS Gen 2, and Azure Key Vaults. Knowledge of ETL, data warehousing, and data modeling. Experience with Cosmos DB, Power BI, Event Hubs, and Azure Data Factory is a plus.",Bachelors,"Cognitio Analytics is recognized as a ""Great Place to Work,"" fostering an innovative work environment and prioritizing employee satisfaction. They focus on employee growth and offer opportunities for impact.",The company has won awards for its Smart Operations and Total Rewards Analytics Solutions and actively invests in R&D. They emphasize delivering tangible value rapidly and codifying best practices for reuse.,,67% of applicants are entry level and 56% have a Bachelor of Technology degree.
"The job posting is for an Engineer - Primary role at AECOM, focusing on grid substation design. The posting provides details on experience level, technical skills, education, and company culture. I've extracted the relevant information to populate the output fields.",AECOM,Senior Engineer - Primary,"Gurugram, Haryana, India",Energy,"Grid Substation design, HV Plant Design, GIS, AIS, IEC, IEEE, ANSI",Hybrid,2,5,"10,000+",0,,,6,Global infrastructure consulting firm,"Performing design and modification activities related to electrical & electronic circuits, systems, and equipment. Working on detailed or routine engineering assignments involving calculations and relatively simple tests. Providing guidance to entry level engineers. Performing tasks with little supervision.","Experience in HV Plant Design for large EHV Grid Substations. Exposure to International standards (IEC, IEEE, ANSI, Australian Standards and Middle East region codes and standards). Previous design experience working with GIS and AIS EHV substation HV Plant Primary design. Strong communication skills.",Masters,"AECOM provides a wide array of compensation and benefits programs, including medical, dental, vision, life, disability benefits, paid time off, and a robust global well-being program. They emphasize employee growth, a welcoming workplace, and opportunities for career advancement.","The role offers the opportunity to work on groundbreaking projects with a global team, contributing to the development of sustainable and resilient infrastructure solutions.",,50% of applicants have a Master's Degree. 67% of applicants are entry level.
"The job description provides a detailed overview of a Fullstack Developer position at Marsh McLennan. The information includes company details, job responsibilities, required skills, and benefits. I will extract the relevant information to populate the output fields.",Marsh McLennan,Senior Full-stack Engineer,"Gurugram, Haryana, India",Full-stack Development,"Node.js, Angular, JavaScript, SQL, REST API",Hybrid,5,8,"70,521",1,,,43,Large multinational professional services firm,"Maintaining and supporting software components, participating in code reviews, performing unit/integration testing, adhering to coding standards, working with limited supervision, staying updated with industry best practices, ensuring process adherence, updating stakeholders, and coordinating with IT and business teams.","Angular (v4+), Express JS (v4+), Node JS (v10+), ORM / Knex.JS, PHP, PostGres, SSRS/BIRT/Crystal Reporting, JavaScript/JQuery, AJAX, ADO/Github, experience with Oracle, Mongo databases, MVC, Dotnet C#, SQL Server, ApiGee, Dotnet Core, Docker/Containerization, Bootstrap, REST API, Knockout, NestJS, multithreading, Async calls, Exception handling, Security handling, SDLC models (waterfall, Agile – Scrum, Kanban, Iterative), Design patterns, SOA, cloud, mobile, DevOps, Test Driven Development (TDD), automated testing, unit testing frameworks, Object Oriented analysis and design (OOAD), layered application development, domain driven design, architecture design patterns.",Bachelors,"Competitive salary, employee-friendly policies, health care and insurance, healthy work-life balance, great working environment, flexible benefits packages, future career opportunities, hybrid work model, diversity and inclusion commitment.","Commitment to hybrid work, focus on diversity and inclusion, opportunity to work with global stakeholders, and a strong emphasis on professional development.",,"37% of applicants have a Bachelor's Degree, and 51% are Senior level applicants."
"The job description provides details for a Quality Assurance Engineer II position at Solveda. The information includes company details, job responsibilities, required skills, experience levels, and company culture. I've extracted the relevant information to populate the output fields.",Solveda,Senior Quality Assurance Engineer,"Gurugram, Haryana, India",eCommerce,"Java, Python, JavaScript, C#, OFBiz",Hybrid,4,8,201-500,0,,,100,IT Services and IT Consulting,"Evaluate systems and customer facing functionality and create test strategies and test cases to assess quality for multiple sites and regions. Writing and executing test plans, designing and developing manual test cases, debugging and reporting code bugs and pushing quality upstream. Management and execution of project plans in JIRA and Zephyr and meeting delivery commitments. Work closely with technical leaders to develop the best technical design and approach for testing our functionality at scale across browser browsers and platforms. Build software quality solutions where the problem is not well defined. Create and execute appropriate quality plans, project plans, test strategies and processes for development activities in concert with business and project management efforts.","Experience building and designing manual test cases. Ability to write and troubleshoot code in at least one modern programming language Java, Python, JavaScript or C#. Experience testing distributed systems. Knowledge of industry standard test automation tools and experience developing product test frameworks. Experience with open-source tools and resources.",Bachelors,"The company emphasizes on-time and on-budget project delivery, a commitment to innovation, and a focus on building long-term customer relationships. They offer a collaborative work environment and prioritize quality and cost-efficient solutions.","Solveda offers a unique guarantee focused on evaluating needs, selecting technologies, building solutions, and ensuring smooth implementation. Their in-house frameworks like BigFish and SOFIA enable rapid application development and deployment.",,77% of applicants have a Bachelor's Degree and 65% are entry level applicants.
"The job posting is for a Network Engineer position at AHEAD. The posting provides details about the company, responsibilities, qualifications, and benefits. I will extract the relevant information to populate the output fields.",AHEAD,Senior Network Engineer,"Gurugram, Haryana, India",IT Services and IT Consulting,"Cisco, Palo Alto, Fortinet, NetScaler, F5, AWS, LogicMonitor",Hybrid,7,10,"1,001-5,000",0,,,100,"IT Services and IT Consulting company with 1,001-5,000 employees.","Manage and maintain customer Network infrastructure, perform baseline network administration, perform incident management, perform adds, moves, and changes, execute Network infrastructure maintenance, perform troubleshooting with carriers and vendors, contribute to the configuration and performance tuning of the managed Network infrastructure, build and maintain documentation, perform periodic review of customer Network infrastructure, provide support and cross-training to team members, manage service requests, and assist with cross training of other Tier 2 team members.","7+ years of experience with operational administration of Network Infrastructure, 4+ years working with monitoring platforms (LogicMonitor a bonus), 3+ years of experience with operational administration of Cisco Infrastructure, 3+ years of experience with operational administration of Palo Alto Infrastructure, 3+ years of experience with operational administration of Fortinet Infrastructure, 3+ years of experience with operational administration of NetScaler Infrastructure (a bonus), 3+ years of experience with operational administration of F5 Infrastructure (a bonus), Background with enterprise Routing and Switching technologies, Knowledge and experience with Layer 2 and Layer 3 protocols, Experience with more than two enterprise LAN, SD-WAN and WAN topologies, Strong background with operational administration of Network Management Systems.",Bachelors,"Medical, Dental, and Vision Insurance, 401(k), Paid company holidays, Paid time off, Paid parental and caregiver leave, flexible paid time off, and a culture of belonging with diversity, equity, and inclusion initiatives.","The company emphasizes diversity, equity, and inclusion, and offers opportunities for professional development and certifications. They also have internal groups like Moving Women AHEAD and RISE AHEAD.",,"71% of applicants have a Bachelor's Degree, and 71% are entry-level applicants."
"The job description provides details for a Software Engineer III position at Tower Research Capital. The information includes company overview, job responsibilities, qualifications, benefits, and company culture. I will extract the relevant information to populate the output fields.",Tower Research Capital,Senior Software Engineer,"Gurgaon, Haryana, India",Financial Technology,"Data structures and algorithms, databases",Hybrid,3,5,"1,001-5,000",2,,,100,Quantitative trading firm,"Strengthening and maintaining Tower's security referential infrastructure, taking end-to-end ownership of development, testing, release and support, being a subject matter expert, interacting with trading teams and users to handle issues.","Solid background in data structures and algorithms, programming expertise in C++, Rust, or Python, knowledge of Python, Bash and databases, understanding of computer architecture fundamentals.",Bachelors,"Generous paid time off, savings plans, hybrid working, free breakfast, lunch and snacks, wellness experiences, volunteer opportunities, social events, workshops, collaborative and welcoming culture, diverse team, no unnecessary hierarchy.","Focus on a stimulating, results-oriented environment, emphasis on collaboration and respect, no ego, great people doing great work together.",,"54% of applicants have a Bachelor of Technology, 50% are entry level."
"The job posting is for a Full Stack Web Developer role at BlackRock, specifically within the Aladdin Data team. The posting provides details about the company, the role's responsibilities, required skills, and benefits. I've extracted the relevant information to populate the requested fields.",BlackRock,"Associate, Full-stack, Engineer","Gurgaon, Haryana, India","AI, Web Development, Fintech","JavaScript, Angular, React, Java, Spring framework, REST API, Protractor, TestCafe, Jest, Apache Cassandra, MongoDB",Hybrid,3,5,"10,001+",0,,,100,Global asset manager and technology provider,"Design, build, and maintain front-end and back-end platform components. Implement new user interfaces and business functionalities. Analyze and improve application performance. Diagnose and resolve software defects. Ensure software stability through testing. Lead application support. Work independently in a distributed team.","Experience in full-stack user-facing application development using web technologies (Angular, React, JavaScript) and Java-based REST API (Spring framework). Experience in testing frameworks such as Protractor, TestCafe, Jest. Knowledge in relational database development and at least one NoSQL Database (e.g., Apache Cassandra, MongoDB, etc.). Knowledge of software development methodologies (analysis, design, development, testing) and a basic understanding of Agile/Scrum methodology and practices.",Bachelors,"Strong retirement plan, tuition reimbursement, comprehensive healthcare, support for working parents, Flexible Time Off (FTO). Hybrid work model requiring 4 days in the office per week.","The role is within the Aladdin Data team, a pioneering data platform at BlackRock. The company emphasizes a culture of collaboration, apprenticeship, and innovation.",,74% of applicants have a Bachelor's Degree. 67% of applicants are entry-level.
"The job posting provides a detailed description of a Software Engineer role at NatWest Group in Gurugram, Haryana, India. The information includes the company overview, job responsibilities, required skills, experience level, and company culture. I have extracted the relevant information to populate the output fields.",NatWest Group,Senior Software Engineer,"Gurugram, Haryana, India",Full-stack,"SQL, Terraform",Hybrid,8,15,"10,001+",0,,,96,"Large enterprise, banking","Engineering and maintaining innovative, customer-centric, high-performance, secure, and robust solutions. Working within a feature team, producing complex software, collaborating to optimize software engineering capability, designing, testing, and implementing code, and working across the software lifecycle.","Experience with development & testing tools, bug tracking tools, and wikis. Proficiency in .Net, GCP, and SQL database, along with knowledge of Terraform. Experience in building and maintaining front-office trade booking systems. Good understanding of real-time collaboration with traders, business analysts, and technology teams. Implementation of programming best practices related to scalability, automation, virtualization, optimization, availability, and performance.",Bachelors,"NatWest Group emphasizes a culture of driving change for communities, prioritizing enterprise, learning, and climate action. They aim to create a great place to work by breaking down barriers and fostering a dynamic learning environment.","The company is actively involved in driving change for communities in enterprise, learning, and climate, and is committed to becoming climate positive by 2025.",,"72% of applicants have a Bachelor's Degree, and 67% are entry-level applicants."
"The job description provides details about a Machine Learning Engineer position at Nielsen. I've extracted information regarding the company, job title, location, experience level, skills, and other relevant details to populate the output fields. The provided text includes details about the company size, applicant demographics, and a link to the company website.",Nielsen,"Seniority: Entry level, Title: Machine Learning, Role: Engineer","Gurgaon, Haryana, India",AI,"Pytorch, statistical analysis, mathematical data manipulation",Hybrid,3,5,"10,001+",8,,,100,"Large company (10,000+ employees), Data and Analytics","Define, develop, test, analyze, and deliver technology solutions within Nielsen’s Collections platforms. Follow best practices for software development and deployment. Writing unit/integration tests including test automation. Strong testing and debugging abilities.","Java, Python, JavaScript, React/Redux, Kotlin, relational database, big data, SQL, GIT, GitFlow, JIRA, Gitlab, Confluence, AWS ecosystem (EC2, S3, EMR, Lambda, etc), building RESTful APIs.",Bachelors,"The job description highlights a commitment to employee growth and a dynamic team environment. It emphasizes excellence, perseverance, and ambition.",The role involves working on audience measurement platforms used in over 30 countries. The company emphasizes its deep legacy and commitment to innovation in the media industry.,,"46% of applicants have a Bachelor of Technology degree, and 64% are entry-level applicants."
"The job description is for a Monitoring Engineer role at PayU. The description details responsibilities around incident management, system monitoring, and automation. It also specifies required skills and experience. The provided information allows for extraction of all requested fields.",PayU,"Seniority: Mid-level, Title: Monitoring, Role: Engineer","Gurgaon/Pune/Mumbai, India",Fintech,"SQL, Python, Shell Scripting, SRE Metrics",Hybrid,2,5,"1,001-5,000",52,,,5,Large financial services company with a global presence.,"24x7x365 on-call support for incident management, responding to service failures, assessing impact and severity, managing downtime, tracking progress, updating stakeholders, managing planned maintenance, managing Reason for Outage (RFO/RCA) and Major Incident Reports (MIR), hands-on experience with databases (SQL) and scripting (Python, shell), automating tasks, implementing SRE metrics, leading continuous improvement activities, and optimizing the SDLC.","SQL, Linux, Python/Shell Scripting, SRE Metrics, knowledge of payment flow/process, automation skills.",Bachelors,"The company emphasizes global reach, local expertise, and a vision of creating a world without financial borders. They focus on empowering people through financial services and investing in fintech innovation.","The role involves a strong focus on automation and SRE principles, contributing to service reliability and continuous improvement. The company is a leading online payment service provider with a global presence and significant investment in fintech.",,"52% of applicants have a Bachelor of Technology degree, and 64% are entry-level applicants."
"The job posting is for a Senior Software Engineer with .NET expertise at dunnhumby. The information provided includes details about the company, job responsibilities, required skills, and benefits. I have extracted the relevant information to populate the output fields.",dunnhumby,Senior Software Engineer - Dotnet,"Gurgaon, Haryana, India","AI, Development, Full-stack","RESTful APIs, Microservices, Pub Sub, Event-driven architecture, Unit testing, Docker, Kubernetes, GCP, Azure, AWS",Hybrid,5,8,"1,001-5,000",2,,,100,"Large company (1,001-5,000 employees)","Platform Development: Design, develop, and maintain scalable APIs using .NET technology and microservices based architecture. Define and develop solutions to technical problems within Agile framework. Adopt and adhere to best practices in coding, CI/CD pipelines, and DevOps. Drive innovation and continuous improvement initiatives and use your expertise to input into reengineering and design. Improve developer productivity and enhancing engineering processes. Work actively with the Engineering Manager/Engineering Leads to help identifying the dependencies, risks, and bottlenecks. Ensure adherence to compliance, security, and quality standards.","Strong proficiency in C# and .NET Core, with a deep understanding of developing RESTful APIs. Knowledge of micro-services and event-driven architecture, particularly Pub Sub. Strong understanding of object-oriented programming concepts, data structures, and algorithms. Solid Experience with unit testing and ensuring code quality. Familiarity with any relational database (Postgres preferred). Experience with Kubernetes (K8s) and cloud platforms such as GCP, Azure, AWS. Knowledge and experience with Docker.",Bachelors,"Comprehensive rewards package, personal flexibility, flexible working hours, birthday off, investment in cutting-edge technology, nimble small-business feel, diversity and inclusion initiatives (Gender Equality Network, Proud, Family, One, Thrive).","Focus on Retail Media Measurement, emphasis on customer-first approach, commitment to diversity and inclusion, flexible working arrangements.",,64% of applicants are at the Senior level. 46% of applicants have a Bachelor of Technology degree.
"The job description provides details for a Senior Hardware Engineer position at Stryker. The information includes job responsibilities, required skills, qualifications, and company details. I've extracted the relevant information to populate the output fields.",Stryker,Senior Hardware Engineer,"Gurugram, Haryana, India",Medical Devices,"PCB design, Altium, PSpice, LT Spice, SI analysis tools, FPGA systems, embedded systems",Hybrid,4,8,52000,1,,,100,Large multinational medical technology company,"Design and develop electrical components and sub-systems for medical devices, conduct prototyping and bench testing, problem solving, research, translate design inputs to engineering specifications, component selection, lifecycle monitoring, ensure compliance with environmental regulations, provide technical support.","Electrical design process knowledge, electrical components knowledge, manufacturing methods knowledge, proficiency with Altium CAD, CAE, or simulation tools, expertise in Analog & digital circuits, PCB design, high-power and high-frequency circuit design, troubleshooting circuits, soldering/desoldering, design simulations using PSpice, LT Spice, SI analysis tools, FPGA systems, embedded systems.",Bachelors,"Not explicitly mentioned in the provided text, but Stryker is described as one of Fortune's World's Best Workplaces.",The role contributes to improving patient and healthcare outcomes through innovative medical technologies. Stryker impacts over 150 million patients annually.,,"46% of applicants have a Bachelor of Technology, and 49% are entry-level applicants."
"The job posting provides information about a Senior Software Engineer role at Tredence Inc. The location is Gurgaon, Haryana, India. The posting mentions required skills like Python, FastAPI, React, and cloud experience (Azure/AWS/GCP). It also provides details about the company size, employee growth, and applicant education levels. I will extract these details and populate the corresponding fields.",Tredence Inc.,Senior Software Engineer,"Gurgaon, Haryana, India",Full-stack,"Python, FastAPI, React, Cloud (Azure/AWS/GCP)",Hybrid,3,8,"1,001-5,000",8,,,43,"Business Consulting and Services company with 1,001-5,000 employees.",Not explicitly mentioned in the provided text.,"Python, FastAPI, React, and experience with one of the major cloud platforms (Azure/AWS/GCP).",Bachelors,The company is a Great Place to Work-Certified.,"Focus on solving the 'last mile' problem in AI, vertical-first approach, and outcome-driven mindset. Recently welcomed Further Advisory into the Tredence family.",,"46% of applicants have a Bachelor of Technology, and 71% are entry-level."
"The job posting is for an Associate Engineer, Release Management role at AHEAD. The information provided includes details about the company, job responsibilities, required skills, benefits, and company culture. I will extract the relevant information and populate the output fields accordingly.",AHEAD,Junior Cloud Engineer,"Gurugram, Haryana, India",Cloud Computing,"AWS, Azure, CloudFormation, Azure Resource Manager, Terraform, CloudCheckr, CloudGuard Dome9, CloudHealth, Cloud Prisma, Cloudability, IAM, CloudTrail, CloudWatch, Config, Lambda, Organizations, Policy, Cost Management, Active Directory, Lighthouse, Monitor/Log Analytics, Security Center",Hybrid,1,2,"1,001-5,000",2,,,49,IT Services and IT Consulting,"Day to day – support and monitoring of client’s cloud-based infrastructure. Weekly discussions with clients to review outstanding issues and changes, and discuss proposals for improving the client’s environments. Development of automated solutions to monitor and support cloud-based infrastructure. Configuration and tuning of cloud-based tools, managing cost, security, and compliance for the client’s environments. Provide consultation and monthly reports with respect to the client’s cloud-based infrastructure.","Bachelor’s degree in Computer Science, Mathematics, or related field. 1-2 years of relevant operational experience. Associate level certification(s) in Amazon Web Services (AWS), Azure, or Google Cloud Platform. Client relationship skills and experience managing vendors. Experience developing CloudFormation, Azure Resource Manager, and Terraform templates. Experience with Linux/Unix and Windows system administration. Familiarity with scripting languages – Python, Bash, Powershell. Experience with tools for managing Cost, Security, and Compliance in the Public Cloud. Experience with AWS native services. Experience with Azure native services. Experience with service portals and ticketing systems for Incident and Change Management. Strong verbal and written communication skills. Demonstrated technical leadership. Strong desire for personal development and learning. Good understanding of distributed systems. Good familiarity with TCP/IP protocols and applications. Understanding of scaling technologies and solutions.",Bachelors,"Medical, Dental, and Vision Insurance, 401(k), Paid company holidays, Paid time off, Paid parental and caregiver leave. AHEAD values diversity, equity, and inclusion, and offers flexible work arrangements.","AHEAD focuses on building integrated platforms for digital business and offers opportunities for professional development through training, certifications, and a multi-million-dollar lab. They also have internal groups like Moving Women AHEAD and RISE AHEAD to promote diversity and inclusion.",,64% of applicants are entry level and 66% have a Bachelor of Technology degree.
"The job description is for a Software Engineer role at Gartner, focusing on data warehousing technologies like SQL, ADF, and Synapse/Databricks. The description provides details on required experience, technical skills, and company culture. I've extracted the relevant information to populate the output fields.",Gartner,Junior/Mid-Level Software Engineer - Data Warehousing,"Gurgaon, Haryana, India",Data Warehousing/Big Data/Cloud,"SQL, ADF, Synapse, Databricks, ETL",Hybrid,2,4,"10,001+",0,,,0,Large enterprise (Information Services),"Design and implementation of Data Warehousing Solutions, end-to-end delivery of solutions (requirements gathering, implementation, testing, continuous improvement).","Strong experience in SQL, ADF and Synapse/Databricks, ETL process design (slowly changing dimensions, differential fact-journaling, semi-additive measures, rolldown distributions), SQL query optimization.",Bachelors,"World-class benefits, highly competitive compensation, disproportionate rewards for top performers, flexible hybrid work environment, inclusive teams, investment in leadership development.","Focus on data warehousing and big data technologies, opportunity to work with a large and established company, emphasis on innovation and continuous improvement.",99949,"The job description doesn't provide specific insights on typical applicants or experience levels, but it suggests a need for candidates with 2-4 years of experience in software programming and/or data warehousing."
"The job posting is for a Sr. Engineer I at Aristocrat, focusing on testing games. The information provided is comprehensive, detailing responsibilities, requirements, company culture, and benefits. I've extracted the relevant details to populate the output fields.",Aristocrat,Senior Engineer I,"Gurugram, Haryana, India",Gaming,"C++, Software Testing, Agile Scrum",Hybrid,2,5,"5,001-10,000",0,,,77,"Public Company (ASX listed), Gambling Facilities and Casinos","Test various functionalities on games development for a variety of markets, design and execute test cases, conduct product requirements analysis, identify automation targets, assist in troubleshooting and debugging code, follow guidelines for testing, and bring in ideas to improve the testing process.","Experience in creating Test Plans, Test cases and executing the test cases (Manual), experience with defect tracking tools such as JIRA, good knowledge of any scripting language, understanding and reviewing modern C++ code, experience with Source control systems (SVN etc.) and Microsoft Office Suite.",Bachelors,"Robust benefits package, global career opportunities, values of All about the Player, Talent Unleashed, Collective Brilliance, Good Business Good Citizen, focus on employee wellbeing and responsible gameplay.","Focus on delivering high-impact casino games, strong emphasis on quality and individual ownership, diverse and inclusive work environment.",,"54% of applicants have a Bachelor of Technology, 69% are entry-level applicants."
"The job posting is for an Assistant Engineer - Electrical at Jacobs. The information provided details the job responsibilities, required skills, company culture, and benefits. I have extracted the relevant information to populate the output fields.",Jacobs,Junior Electrical Engineer,"Gurgaon, Haryana, India",Engineering,"ETAP, SKM, Dialux",Hybrid,1,3,10000+,1,,,100,"Large company with over 10,000 employees, focused on business consulting and services.","Handling electrical design work in projects, dry utility electrical design (HV, MV, LV networks, pumping stations, water/wastewater treatment plants, street lighting), electrical design calculations, preparation of single line diagrams, layouts, schematic wiring, protection and control schemes, preparation of design basis, technical specifications, and BOQ, ensuring adherence to QA/QC requirements.","ETAP/SKM, Dialux, Microsoft Excel, Word, and PowerPoint.",Bachelors,"Jacobs values people, diversity, inclusion, career growth, learning, work-life balance, wellbeing, and environmental sustainability. They offer flexible working arrangements, extended leave options, and social, health, and wellbeing events.","Focus on challenging today to reinvent tomorrow, commitment to sustainability and social impact, and a culture that values collaboration and innovation.",,"49% of applicants have a Bachelor of Technology, and 63% are entry-level applicants."
"I have extracted the information from the job description provided. I have standardized the job title, extracted the experience range, and identified the key details about the company, location, and requirements. I have also parsed the information about the company size and benefits.",AECOM,Senior Engineer- Building Structure,"Gurugram, Haryana, India",Civil Engineering,"Building design, structural engineering, BIM",Hybrid,5,10,"10,000+",4,,,47,Global infrastructure consulting firm,"Develops technical solutions, works independently, delivers projects in BIM, ensures accuracy and precision of work, accountable for assigned work.","Building design services, associated regulations, technical standards, BIM software.",Masters,"AECOM provides a wide array of compensation and benefits programs, including medical, dental, vision, life, disability benefits, paid time off, retirement savings plan, and employee stock purchase plan. They also emphasize employee growth, a welcoming workplace, and opportunities for career advancement.","Opportunity to work on groundbreaking projects globally, access to cutting-edge technology and a network of experts, and a focus on employee growth and development.",,"45% of applicants are at the senior level, and 24% have a Bachelor of Technology degree."
"The job posting is for a Senior Software Engineer specializing in GenAI and NLP at Gartner. The information provided details the responsibilities, required skills, and company culture. I have extracted the relevant information to populate the requested fields.",Gartner,Senior Software Engineer - GenAI and NLP,"Gurgaon, Haryana, India",AI,"GenAI, NLP, RAG, embedding models, vector dbs, Pandas, Scikit-Learn, Numpy, Scipy",Hybrid,4,6,"21,000+",0,,,100,"Large enterprise, Information Services","Deliver client engagements using AI, stay updated on AI tools and techniques, build proofs of concept, support internal applications for productivity improvement.","Experience building applications for knowledge search and summarization, frameworks to evaluate GenAI performance, measuring and improving accuracy of generative responses, implementing observability, experience with agentic AI frameworks, RAG, embedding models, vector dbs, Python libraries (Pandas, Scikit-Learn, Numpy, Scipy), cloud platforms (AWS, Azure), Agile/Scrum, Jira/GitHub.",Bachelors,"World-class benefits, highly competitive compensation, hybrid work environment, focus on employee growth and learning, inclusive teams, investment in leadership development, emphasis on work-life balance.","Opportunity to work with cutting-edge AI technologies, contribute to impactful projects, and collaborate with a global team. Gartner's commitment to employee development and a hybrid work model are also unique aspects.",98377,"48% of applicants are at the Senior level, 46% have a Bachelor of Technology degree."
"The job description provides a clear outline of a Data Engineer role at Zorba AI, focusing on SSAS, SQL, and DAX. The information is well-structured, allowing for accurate extraction of key details. The provided text includes details about the company, job requirements, and applicant demographics.",Zorba AI,Senior Data Engineer,"Gurugram, Haryana, India",Data Engineering,"SSAS, SQL, DAX, MDX, ETL, Data Modeling",Hybrid,3,5,11-50,1,1000000,1200000,74,IT Services and IT Consulting,"Design, develop, and deploy SSAS models. Write and optimize MDX/DAX queries. Work with business analysts to translate requirements into data models. Design and implement ETL pipelines. Build reporting datasets and support BI teams. Optimize cubes and data models for performance. Ensure data quality and governance.","SQL (Advanced), SSAS (Tabular and Multidimensional), MDX/DAX, Data Modeling (Star Schema, Snowflake Schema), ETL processes (SSIS), Power BI, Azure Data Services (optional).",Bachelors,"The company emphasizes fast delivery of solutions and a focus on executing analytics on the ground with client teams. They offer services across analytics training, data center setup, and strategic consulting.",Zorba AI focuses on delivering analytics solutions quickly and emphasizes execution with client teams rather than just creating complex algorithms. They aim for near-term value creation.,,73% of applicants are entry level and 41% have a Bachelor of Technology degree.
"The job description provides detailed information about a Senior Java Software Engineer position at Anika Technologies. The information includes company details, job responsibilities, required skills, experience level, salary range, and benefits. I have extracted the relevant information to populate the output fields.",Anika Technologies,Senior Java Engineer,"Gurugram, Haryana, India",Software Development,"Java, J2EE, Spring Boot, Hibernate, SQL, Multithreading, Microservices, PostgreSQL",Hybrid,5,8,11-50,26,2000000,4000000,100,IT Services and IT Consulting,"Analyse, Design, Develop, implement, test and maintain application software components, Analyse client requirements and convert them into technical specs, Own development of features and improvement, Identify and resolve performance bottlenecks, Identity and resolve architectural inefficiencies in design, and create a roadmap to resolving them, Lead and mentor a team of junior developers, Interact with internal client facing team and provide technical support to them, Engage with clients to provide support on your component as and when required","Strong understanding of relational database, partitioning and indexing techniques, SQL, Demonstrable experience in optimising application performance at database or any other layer, Experience in creating high and low level design based on existing application architecture and documenting such design, Strong understanding of Java concurrency, concurrency patterns, experience building thread-safe code, Familiarity with Linux shell and related command line tools, Strong grasp of Unit & Integration testing",Bachelors,"Competitive Salary, Flexible Work from Home policy - 2 days home p/w, Free drinks and snacks in the office, International travel opportunities, Global annual meet up, High quality equipment (Ergonomic chairs and 32’ screens), Global team with a creative, innovative and welcoming mindset, Rapid career growth and opportunity to be an outstanding and visible contributor to the company's success, Freedom to create your own success story in a high performance environment, Training programs and Personal Development Plans for each employee","The company is growing rapidly, doubling in headcount and revenue YoY with no external investment. They have a diverse team with members from 22 different nationalities and over 25 languages spoken. They offer international travel opportunities and global meetups.",,"62% of applicants have a Bachelor of Technology, and 50% are at the Senior level."
"The job description provides detailed information about a Senior Quality Engineer position at Ameriprise Financial Services. I have extracted the relevant details to populate the output fields, including company name, job title, location, experience level, skills, and other pertinent information. I've parsed the text to identify key phrases and values to accurately fill each field.","Ameriprise Financial Services, LLC",Senior Quality Engineer,"Gurugram, Haryana, India",Financial Services,"SQL, ETL, Data warehousing, Business Intelligence, Data Modeling",Hybrid,4,8,"5,001-10,000",1,,,39,Large financial services company,"Contribute to an agile team by driving user story analysis and feature grooming, designing, and developing thorough test scripts. Write complex SQL queries against large datasets in AWS. Develop and maintain BDD test scenarios and regression plans. Participate in test development life cycle including requirements analysis and design. Business Intelligence testing involving the validation of DataMart, ODS, Data models and SSRS reports. Understand data flow and test strategy for ETL, Data warehouse and Business Intelligence testing. ETL testing of mapping, transformations and data pipeline. Write advanced SQL queries for ETL/data warehousing/Business Intelligence testing. Work with the team to continually improve test processes and practices. Document test results and defects and support defect triage and resolution.","SQL, AWS, BDD, ETL, Data warehousing, Business Intelligence, Alteryx, Selenium, Java, Python, Jira, xRay, DEVOPS, Continuous Integration, Continuous Development, MS Word, MS PPT, MS Visio, MS PowerPoint",Bachelors,"Inclusive and collaborative culture, opportunities for professional development, and a focus on ethical conduct.",The role involves working with large datasets in AWS and contributing to the improvement of test processes within an agile team. The company emphasizes ethical conduct and provides opportunities for professional growth.,,"58% of applicants are at the senior level, and 37% have a Bachelor of Technology degree."
